app,sched,plat_size,sched_time,wildmetric
lb_test,PackDropMigCost,144,0.013521,Mesh2D
lb_test,PackDropMigCost,144,0.258911,Mesh2D
lb_test,PackDropMigCost,144,0.015299,Mesh2D
lb_test,PackDropMigCost,144,0.013183,Mesh2D
lb_test,PackDropMigCost,144,0.260947,Mesh2D
lb_test,PackDropMigCost,144,0.016456,Mesh2D
lb_test,PackDropMigCost,144,0.013526,Mesh2D
lb_test,PackDropMigCost,144,0.259539,Mesh2D
lb_test,PackDropMigCost,144,0.017292,Mesh2D
lb_test,PackDropMigCost,144,0.049046,Mesh2D
lb_test,PackDropMigCost,144,0.265396,Mesh2D
lb_test,PackDropMigCost,144,0.015040,Mesh2D
lb_test,PackDropMigCost,144,0.011685,Mesh2D
lb_test,PackDropMigCost,144,0.256867,Mesh2D
lb_test,PackDropMigCost,144,0.013305,Mesh2D
lb_test,PackDropMigCost,144,0.012929,Mesh2D
lb_test,PackDropMigCost,144,0.256865,Mesh2D
lb_test,PackDropMigCost,144,0.011353,Mesh2D
lb_test,PackDropMigCost,144,0.013530,Mesh2D
lb_test,PackDropMigCost,144,0.261170,Mesh2D
lb_test,PackDropMigCost,144,0.015187,Mesh2D
lb_test,PackDropMigCost,144,0.015820,Mesh2D
lb_test,PackDropMigCost,144,0.265492,Mesh2D
lb_test,PackDropMigCost,144,0.014672,Mesh2D
lb_test,PackDropMigCost,144,0.013228,Mesh2D
lb_test,PackDropMigCost,144,0.267945,Mesh2D
lb_test,PackDropMigCost,144,0.015291,Mesh2D
lb_test,PackDropMigCost,144,0.014549,Mesh2D
lb_test,Greedy,144,0.022746,Mesh2D
lb_test,Greedy,144,1.468496,Mesh2D
lb_test,Greedy,144,0.022847,Mesh2D
lb_test,Greedy,144,0.143389,Mesh2D
lb_test,Greedy,144,0.022828,Mesh2D
lb_test,Greedy,144,0.130099,Mesh2D
lb_test,Greedy,144,0.022694,Mesh2D
lb_test,Greedy,144,1.485626,Mesh2D
lb_test,Greedy,144,0.022822,Mesh2D
lb_test,Greedy,144,0.135753,Mesh2D
lb_test,Greedy,144,0.022725,Mesh2D
lb_test,Greedy,144,0.123712,Mesh2D
lb_test,Greedy,144,0.022791,Mesh2D
lb_test,Greedy,144,1.467236,Mesh2D
lb_test,Greedy,144,0.022633,Mesh2D
lb_test,Greedy,144,0.137212,Mesh2D
lb_test,Greedy,144,0.022669,Mesh2D
lb_test,Greedy,144,0.126751,Mesh2D
lb_test,Greedy,144,0.022774,Mesh2D
lb_test,Greedy,144,1.458218,Mesh2D
lb_test,Greedy,144,0.023026,Mesh2D
lb_test,Greedy,144,0.136107,Mesh2D
lb_test,Greedy,144,0.023018,Mesh2D
lb_test,Greedy,144,0.123608,Mesh2D
lb_test,Greedy,144,0.022631,Mesh2D
lb_test,Greedy,144,1.476290,Mesh2D
lb_test,Greedy,144,0.022770,Mesh2D
lb_test,Greedy,144,0.142283,Mesh2D
lb_test,Greedy,144,0.022517,Mesh2D
lb_test,Greedy,144,0.130407,Mesh2D
lb_test,Greedy,144,0.022613,Mesh2D
lb_test,Greedy,144,1.475102,Mesh2D
lb_test,Greedy,144,0.022781,Mesh2D
lb_test,Greedy,144,0.136394,Mesh2D
lb_test,Greedy,144,0.022815,Mesh2D
lb_test,Greedy,144,0.123368,Mesh2D
lb_test,Greedy,144,0.022768,Mesh2D
lb_test,Greedy,144,1.465145,Mesh2D
lb_test,Greedy,144,0.022866,Mesh2D
lb_test,Greedy,144,0.135786,Mesh2D
lb_test,Greedy,144,0.022992,Mesh2D
lb_test,Greedy,144,0.123013,Mesh2D
lb_test,Greedy,144,0.022853,Mesh2D
lb_test,Greedy,144,1.485626,Mesh2D
lb_test,Greedy,144,0.022630,Mesh2D
lb_test,Greedy,144,0.143595,Mesh2D
lb_test,Greedy,144,0.022730,Mesh2D
lb_test,Greedy,144,0.129704,Mesh2D
lb_test,Greedy,144,0.022664,Mesh2D
lb_test,Greedy,144,1.477967,Mesh2D
lb_test,Greedy,144,0.022693,Mesh2D
lb_test,Greedy,144,0.135024,Mesh2D
lb_test,Greedy,144,0.022731,Mesh2D
lb_test,Greedy,144,0.123618,Mesh2D
lb_test,Greedy,144,0.022760,Mesh2D
lb_test,Greedy,144,1.459397,Mesh2D
lb_test,Greedy,144,0.022697,Mesh2D
lb_test,Greedy,144,0.135477,Mesh2D
lb_test,Greedy,144,0.022859,Mesh2D
lb_test,Greedy,144,0.124144,Mesh2D
lb_test,Refine,144,0.048272,Mesh2D
lb_test,Refine,144,0.189636,Mesh2D
lb_test,Refine,144,0.011861,Mesh2D
lb_test,Refine,144,0.070115,Mesh2D
lb_test,Refine,144,0.011380,Mesh2D
lb_test,Refine,144,0.065903,Mesh2D
lb_test,Refine,144,0.024034,Mesh2D
lb_test,Refine,144,0.158361,Mesh2D
lb_test,Refine,144,0.012154,Mesh2D
lb_test,Refine,144,0.063628,Mesh2D
lb_test,Refine,144,0.011418,Mesh2D
lb_test,Refine,144,0.058993,Mesh2D
lb_test,Refine,144,0.023868,Mesh2D
lb_test,Refine,144,0.158393,Mesh2D
lb_test,Refine,144,0.011970,Mesh2D
lb_test,Refine,144,0.063494,Mesh2D
lb_test,Refine,144,0.011398,Mesh2D
lb_test,Refine,144,0.059273,Mesh2D
lb_test,Refine,144,0.024130,Mesh2D
lb_test,Refine,144,0.159573,Mesh2D
lb_test,Refine,144,0.011910,Mesh2D
lb_test,Refine,144,0.063494,Mesh2D
lb_test,Refine,144,0.011359,Mesh2D
lb_test,Refine,144,0.058842,Mesh2D
lb_test,Refine,144,0.023365,Mesh2D
lb_test,Refine,144,0.166707,Mesh2D
lb_test,Refine,144,0.011851,Mesh2D
lb_test,Refine,144,0.070107,Mesh2D
lb_test,Refine,144,0.011306,Mesh2D
lb_test,Refine,144,0.065788,Mesh2D
lb_test,Refine,144,0.023673,Mesh2D
lb_test,Refine,144,0.158730,Mesh2D
lb_test,Refine,144,0.011941,Mesh2D
lb_test,Refine,144,0.063204,Mesh2D
lb_test,Refine,144,0.011349,Mesh2D
lb_test,Refine,144,0.058792,Mesh2D
lb_test,Refine,144,0.023736,Mesh2D
lb_test,Refine,144,0.158088,Mesh2D
lb_test,Refine,144,0.011894,Mesh2D
lb_test,Refine,144,0.063071,Mesh2D
lb_test,Refine,144,0.011364,Mesh2D
lb_test,Refine,144,0.058758,Mesh2D
lb_test,Refine,144,0.023820,Mesh2D
lb_test,Refine,144,0.165551,Mesh2D
lb_test,Refine,144,0.011882,Mesh2D
lb_test,Refine,144,0.070259,Mesh2D
lb_test,Refine,144,0.011456,Mesh2D
lb_test,Refine,144,0.066141,Mesh2D
lb_test,Refine,144,0.023605,Mesh2D
lb_test,Refine,144,0.157319,Mesh2D
lb_test,Refine,144,0.012002,Mesh2D
lb_test,Refine,144,0.063780,Mesh2D
lb_test,Refine,144,0.011209,Mesh2D
lb_test,Refine,144,0.058717,Mesh2D
lb_test,Refine,144,0.023576,Mesh2D
lb_test,Refine,144,0.158991,Mesh2D
lb_test,Refine,144,0.011815,Mesh2D
lb_test,Refine,144,0.063266,Mesh2D
lb_test,Refine,144,0.011286,Mesh2D
lb_test,Refine,144,0.058776,Mesh2D
lb_test,Distributed,144,0.379465,Mesh2D
lb_test,Distributed,144,0.107080,Mesh2D
lb_test,Distributed,144,0.074431,Mesh2D
lb_test,Distributed,144,0.375329,Mesh2D
lb_test,Distributed,144,0.114071,Mesh2D
lb_test,Distributed,144,0.068601,Mesh2D
lb_test,Distributed,144,0.364376,Mesh2D
lb_test,Distributed,144,0.103384,Mesh2D
lb_test,Distributed,144,0.072700,Mesh2D
lb_test,Distributed,144,0.365293,Mesh2D
lb_test,Distributed,144,0.099914,Mesh2D
lb_test,Distributed,144,0.068913,Mesh2D
lb_test,Distributed,144,0.368692,Mesh2D
lb_test,Distributed,144,0.110405,Mesh2D
lb_test,Distributed,144,0.074786,Mesh2D
lb_test,Distributed,144,0.355022,Mesh2D
lb_test,Distributed,144,0.114284,Mesh2D
lb_test,Distributed,144,0.071707,Mesh2D
lb_test,Distributed,144,0.365137,Mesh2D
lb_test,Distributed,144,0.116057,Mesh2D
lb_test,Distributed,144,0.076327,Mesh2D
lb_test,Distributed,144,0.369440,Mesh2D
lb_test,Distributed,144,0.103021,Mesh2D
lb_test,Distributed,144,0.072004,Mesh2D
lb_test,Distributed,144,0.375081,Mesh2D
lb_test,Distributed,144,0.102482,Mesh2D
lb_test,Distributed,144,0.071683,Mesh2D
lb_test,Distributed,144,0.360344,Mesh2D
lb_test,Distributed,144,0.101396,Mesh2D
lb_test,Distributed,144,0.070726,Mesh2D
leanmd,Dummy,144,0.000602,30
leanmd,Dummy,144,3.978693,30
leanmd,Dummy,144,0.000575,30
leanmd,Dummy,144,5.291292,30
leanmd,Dummy,144,0.000578,30
leanmd,Dummy,144,5.272426,30
leanmd,Dummy,144,0.000594,30
leanmd,Dummy,144,5.300421,30
leanmd,Dummy,144,0.000484,30
leanmd,Dummy,144,3.966849,30
leanmd,Dummy,144,0.000430,30
leanmd,Dummy,144,5.309068,30
leanmd,Dummy,144,0.000433,30
leanmd,Dummy,144,5.301699,30
leanmd,Dummy,144,0.000434,30
leanmd,Dummy,144,5.308582,30
leanmd,Dummy,144,0.000497,30
leanmd,Dummy,144,4.022519,30
leanmd,Dummy,144,0.000421,30
leanmd,Dummy,144,5.326532,30
leanmd,Dummy,144,0.000410,30
leanmd,Dummy,144,5.305884,30
leanmd,Dummy,144,0.000453,30
leanmd,Dummy,144,5.319146,30
leanmd,Dummy,144,0.000469,30
leanmd,Dummy,144,3.968349,30
leanmd,Dummy,144,0.000431,30
leanmd,Dummy,144,5.324149,30
leanmd,Dummy,144,0.000409,30
leanmd,Dummy,144,5.289193,30
leanmd,Dummy,144,0.000439,30
leanmd,Dummy,144,5.301277,30
leanmd,Dummy,144,0.000468,30
leanmd,Dummy,144,3.966386,30
leanmd,Dummy,144,0.000426,30
leanmd,Dummy,144,5.249508,30
leanmd,Dummy,144,0.000411,30
leanmd,Dummy,144,5.282507,30
leanmd,Dummy,144,0.000421,30
leanmd,Dummy,144,5.286114,30
leanmd,Dummy,144,0.000493,30
leanmd,Dummy,144,3.995957,30
leanmd,Dummy,144,0.000438,30
leanmd,Dummy,144,5.324870,30
leanmd,Dummy,144,0.000427,30
leanmd,Dummy,144,5.306816,30
leanmd,Dummy,144,0.000453,30
leanmd,Dummy,144,5.317296,30
leanmd,Dummy,144,0.000476,30
leanmd,Dummy,144,3.985000,30
leanmd,Dummy,144,0.000432,30
leanmd,Dummy,144,5.295773,30
leanmd,Dummy,144,0.000428,30
leanmd,Dummy,144,5.302628,30
leanmd,Dummy,144,0.000429,30
leanmd,Dummy,144,5.304582,30
leanmd,Dummy,144,0.000479,30
leanmd,Dummy,144,4.001856,30
leanmd,Dummy,144,0.000426,30
leanmd,Dummy,144,5.321129,30
leanmd,Dummy,144,0.000428,30
leanmd,Dummy,144,5.320755,30
leanmd,Dummy,144,0.000443,30
leanmd,Dummy,144,5.326326,30
leanmd,Dummy,144,0.000474,30
leanmd,Dummy,144,3.973219,30
leanmd,Dummy,144,0.000435,30
leanmd,Dummy,144,5.295684,30
leanmd,Dummy,144,0.000421,30
leanmd,Dummy,144,5.298024,30
leanmd,Dummy,144,0.000452,30
leanmd,Dummy,144,5.289295,30
leanmd,Dummy,144,0.000507,30
leanmd,Dummy,144,3.964456,30
leanmd,Dummy,144,0.000426,30
leanmd,Dummy,144,5.291993,30
leanmd,Dummy,144,0.000417,30
leanmd,Dummy,144,5.303723,30
leanmd,Dummy,144,0.000428,30
leanmd,Dummy,144,5.281058,30
leanmd,PackDrop,144,0.168900,30
leanmd,PackDrop,144,0.004214,30
leanmd,PackDrop,144,0.003725,30
leanmd,PackDrop,144,0.003550,30
leanmd,PackDrop,144,0.091687,30
leanmd,PackDrop,144,0.004159,30
leanmd,PackDrop,144,0.003436,30
leanmd,PackDrop,144,0.003353,30
leanmd,PackDrop,144,0.087963,30
leanmd,PackDrop,144,0.004215,30
leanmd,PackDrop,144,0.003393,30
leanmd,PackDrop,144,0.003389,30
leanmd,PackDrop,144,0.107313,30
leanmd,PackDrop,144,0.004433,30
leanmd,PackDrop,144,0.003614,30
leanmd,PackDrop,144,0.003407,30
leanmd,PackDrop,144,0.086151,30
leanmd,PackDrop,144,0.004298,30
leanmd,PackDrop,144,0.003350,30
leanmd,PackDrop,144,0.003372,30
leanmd,PackDrop,144,0.106634,30
leanmd,PackDrop,144,0.004120,30
leanmd,PackDrop,144,0.003280,30
leanmd,PackDrop,144,0.003341,30
leanmd,PackDrop,144,0.087201,30
leanmd,PackDrop,144,0.004356,30
leanmd,PackDrop,144,0.003430,30
leanmd,PackDrop,144,0.003285,30
leanmd,PackDrop,144,0.096378,30
leanmd,PackDrop,144,0.004373,30
leanmd,PackDrop,144,0.003498,30
leanmd,PackDrop,144,0.003413,30
leanmd,PackDrop,144,0.111222,30
leanmd,PackDrop,144,0.004288,30
leanmd,PackDrop,144,0.003422,30
leanmd,PackDrop,144,0.003314,30
leanmd,PackDrop,144,0.100145,30
leanmd,PackDrop,144,0.004134,30
leanmd,PackDrop,144,0.003443,30
leanmd,PackDrop,144,0.003319,30
leanmd,PackDropMigCost,144,0.096127,30
leanmd,PackDropMigCost,144,0.004268,30
leanmd,PackDropMigCost,144,0.003585,30
leanmd,PackDropMigCost,144,0.003350,30
leanmd,PackDropMigCost,144,0.082016,30
leanmd,PackDropMigCost,144,0.004308,30
leanmd,PackDropMigCost,144,0.003588,30
leanmd,PackDropMigCost,144,0.003498,30
leanmd,PackDropMigCost,144,0.092420,30
leanmd,PackDropMigCost,144,0.004065,30
leanmd,PackDropMigCost,144,0.003292,30
leanmd,PackDropMigCost,144,0.003252,30
leanmd,PackDropMigCost,144,0.096890,30
leanmd,PackDropMigCost,144,0.004321,30
leanmd,PackDropMigCost,144,0.003636,30
leanmd,PackDropMigCost,144,0.003472,30
leanmd,PackDropMigCost,144,0.083855,30
leanmd,PackDropMigCost,144,0.004218,30
leanmd,PackDropMigCost,144,0.003481,30
leanmd,PackDropMigCost,144,0.003472,30
leanmd,PackDropMigCost,144,0.091792,30
leanmd,PackDropMigCost,144,0.004265,30
leanmd,PackDropMigCost,144,0.003497,30
leanmd,PackDropMigCost,144,0.003347,30
leanmd,PackDropMigCost,144,0.081245,30
leanmd,PackDropMigCost,144,0.004228,30
leanmd,PackDropMigCost,144,0.003423,30
leanmd,PackDropMigCost,144,0.003503,30
leanmd,PackDropMigCost,144,0.087495,30
leanmd,PackDropMigCost,144,0.004577,30
leanmd,PackDropMigCost,144,0.003868,30
leanmd,PackDropMigCost,144,0.003385,30
leanmd,PackDropMigCost,144,0.087549,30
leanmd,PackDropMigCost,144,0.004258,30
leanmd,PackDropMigCost,144,0.003448,30
leanmd,PackDropMigCost,144,0.003331,30
leanmd,Greedy,144,0.144121,30
leanmd,Greedy,144,4.561013,30
leanmd,Greedy,144,0.124856,30
leanmd,Greedy,144,6.065209,30
leanmd,Greedy,144,0.126239,30
leanmd,Greedy,144,6.074047,30
leanmd,Greedy,144,0.129555,30
leanmd,Greedy,144,6.079025,30
leanmd,Greedy,144,0.128166,30
leanmd,Greedy,144,4.495174,30
leanmd,Greedy,144,0.125588,30
leanmd,Greedy,144,6.047696,30
leanmd,Greedy,144,0.127996,30
leanmd,Greedy,144,6.039040,30
leanmd,Greedy,144,0.130516,30
leanmd,Greedy,144,6.068751,30
leanmd,Greedy,144,0.128255,30
leanmd,Greedy,144,4.538773,30
leanmd,Greedy,144,0.125259,30
leanmd,Greedy,144,6.077166,30
leanmd,Greedy,144,0.126859,30
leanmd,Greedy,144,6.083583,30
leanmd,Greedy,144,0.130788,30
leanmd,Greedy,144,6.099961,30
leanmd,Greedy,144,0.127656,30
leanmd,Greedy,144,4.522593,30
leanmd,Greedy,144,0.124640,30
leanmd,Greedy,144,6.070077,30
leanmd,Greedy,144,0.126593,30
leanmd,Greedy,144,6.082780,30
leanmd,Greedy,144,0.130130,30
leanmd,Greedy,144,6.073590,30
leanmd,Greedy,144,0.127174,30
leanmd,Greedy,144,4.486980,30
leanmd,Greedy,144,0.126027,30
leanmd,Greedy,144,6.061153,30
leanmd,Greedy,144,0.128658,30
leanmd,Greedy,144,6.060306,30
leanmd,Greedy,144,0.129000,30
leanmd,Greedy,144,6.048814,30
leanmd,Greedy,144,0.127430,30
leanmd,Greedy,144,4.385490,30
leanmd,Greedy,144,0.124785,30
leanmd,Greedy,144,6.025727,30
leanmd,Greedy,144,0.127008,30
leanmd,Greedy,144,6.054250,30
leanmd,Greedy,144,0.132134,30
leanmd,Greedy,144,6.054341,30
leanmd,Greedy,144,0.127574,30
leanmd,Greedy,144,4.477896,30
leanmd,Greedy,144,0.126106,30
leanmd,Greedy,144,6.044294,30
leanmd,Greedy,144,0.127255,30
leanmd,Greedy,144,6.028300,30
leanmd,Greedy,144,0.130088,30
leanmd,Greedy,144,6.047663,30
leanmd,Greedy,144,0.127166,30
leanmd,Greedy,144,4.517636,30
leanmd,Greedy,144,0.124674,30
leanmd,Greedy,144,6.068377,30
leanmd,Greedy,144,0.125889,30
leanmd,Greedy,144,6.054333,30
leanmd,Greedy,144,0.129364,30
leanmd,Greedy,144,6.046051,30
leanmd,Greedy,144,0.127665,30
leanmd,Greedy,144,4.382105,30
leanmd,Greedy,144,0.126591,30
leanmd,Greedy,144,6.066478,30
leanmd,Greedy,144,0.125866,30
leanmd,Greedy,144,6.038457,30
leanmd,Greedy,144,0.130171,30
leanmd,Greedy,144,6.051011,30
leanmd,Greedy,144,0.127632,30
leanmd,Greedy,144,4.524387,30
leanmd,Greedy,144,0.125377,30
leanmd,Greedy,144,6.057821,30
leanmd,Greedy,144,0.127239,30
leanmd,Greedy,144,6.086078,30
leanmd,Greedy,144,0.129344,30
leanmd,Greedy,144,6.120684,30
leanmd,Refine,144,2.234675,30
leanmd,Refine,144,6.406716,30
leanmd,Refine,144,0.843752,30
leanmd,Refine,144,6.185976,30
leanmd,Refine,144,0.355599,30
leanmd,Refine,144,5.764754,30
leanmd,Refine,144,0.303702,30
leanmd,Refine,144,5.803367,30
leanmd,Refine,144,2.199781,30
leanmd,Refine,144,6.329405,30
leanmd,Refine,144,0.849117,30
leanmd,Refine,144,6.179608,30
leanmd,Refine,144,0.363534,30
leanmd,Refine,144,5.836333,30
leanmd,Refine,144,0.307099,30
leanmd,Refine,144,5.852679,30
leanmd,Refine,144,2.196017,30
leanmd,Refine,144,6.305603,30
leanmd,Refine,144,0.840779,30
leanmd,Refine,144,6.157485,30
leanmd,Refine,144,0.368856,30
leanmd,Refine,144,5.797886,30
leanmd,Refine,144,0.306940,30
leanmd,Refine,144,5.776430,30
leanmd,Refine,144,2.181880,30
leanmd,Refine,144,6.285039,30
leanmd,Refine,144,0.835818,30
leanmd,Refine,144,6.140492,30
leanmd,Refine,144,0.366166,30
leanmd,Refine,144,5.831939,30
leanmd,Refine,144,0.304151,30
leanmd,Refine,144,5.745306,30
leanmd,Refine,144,2.197431,30
leanmd,Refine,144,6.338253,30
leanmd,Refine,144,0.848122,30
leanmd,Refine,144,6.173134,30
leanmd,Refine,144,0.363373,30
leanmd,Refine,144,5.825087,30
leanmd,Refine,144,0.303645,30
leanmd,Refine,144,5.798053,30
lb_test,Dummy,240,0.000180,Mesh2D
lb_test,Dummy,240,0.219012,Mesh2D
lb_test,Dummy,240,0.000136,Mesh2D
lb_test,Dummy,240,0.061814,Mesh2D
lb_test,Dummy,240,0.000141,Mesh2D
lb_test,Dummy,240,0.064557,Mesh2D
lb_test,Dummy,240,0.000185,Mesh2D
lb_test,Dummy,240,0.209639,Mesh2D
lb_test,Dummy,240,0.000152,Mesh2D
lb_test,Dummy,240,0.055002,Mesh2D
lb_test,Dummy,240,0.000147,Mesh2D
lb_test,Dummy,240,0.057661,Mesh2D
lb_test,Dummy,240,0.000253,Mesh2D
lb_test,Dummy,240,0.216567,Mesh2D
lb_test,Dummy,240,0.000224,Mesh2D
lb_test,Dummy,240,0.062475,Mesh2D
lb_test,Dummy,240,0.000219,Mesh2D
lb_test,Dummy,240,0.064821,Mesh2D
lb_test,Dummy,240,0.000185,Mesh2D
lb_test,Dummy,240,0.216847,Mesh2D
lb_test,Dummy,240,0.000155,Mesh2D
lb_test,Dummy,240,0.062059,Mesh2D
lb_test,Dummy,240,0.000148,Mesh2D
lb_test,Dummy,240,0.064721,Mesh2D
lb_test,Dummy,240,0.000181,Mesh2D
lb_test,Dummy,240,0.218202,Mesh2D
lb_test,Dummy,240,0.000145,Mesh2D
lb_test,Dummy,240,0.061989,Mesh2D
lb_test,Dummy,240,0.000144,Mesh2D
lb_test,Dummy,240,0.064816,Mesh2D
lb_test,Dummy,240,0.000181,Mesh2D
lb_test,Dummy,240,0.214631,Mesh2D
lb_test,Dummy,240,0.000147,Mesh2D
lb_test,Dummy,240,0.061832,Mesh2D
lb_test,Dummy,240,0.000150,Mesh2D
lb_test,Dummy,240,0.064249,Mesh2D
lb_test,Dummy,240,0.000179,Mesh2D
lb_test,Dummy,240,0.214357,Mesh2D
lb_test,Dummy,240,0.000146,Mesh2D
lb_test,Dummy,240,0.061748,Mesh2D
lb_test,Dummy,240,0.000138,Mesh2D
lb_test,Dummy,240,0.064195,Mesh2D
lb_test,Dummy,240,0.000180,Mesh2D
lb_test,Dummy,240,0.207169,Mesh2D
lb_test,Dummy,240,0.000150,Mesh2D
lb_test,Dummy,240,0.054345,Mesh2D
lb_test,Dummy,240,0.000146,Mesh2D
lb_test,Dummy,240,0.057147,Mesh2D
lb_test,Dummy,240,0.000187,Mesh2D
lb_test,Dummy,240,0.214394,Mesh2D
lb_test,Dummy,240,0.000151,Mesh2D
lb_test,Dummy,240,0.062259,Mesh2D
lb_test,Dummy,240,0.000155,Mesh2D
lb_test,Dummy,240,0.064356,Mesh2D
lb_test,Dummy,240,0.000184,Mesh2D
lb_test,Dummy,240,0.215593,Mesh2D
lb_test,Dummy,240,0.000154,Mesh2D
lb_test,Dummy,240,0.062084,Mesh2D
lb_test,Dummy,240,0.000142,Mesh2D
lb_test,Dummy,240,0.064679,Mesh2D
lb_test,PackDrop,240,0.309831,Mesh2D
lb_test,PackDrop,240,0.035427,Mesh2D
lb_test,PackDrop,240,0.033819,Mesh2D
lb_test,PackDrop,240,0.302799,Mesh2D
lb_test,PackDrop,240,0.033667,Mesh2D
lb_test,PackDrop,240,0.034176,Mesh2D
lb_test,PackDrop,240,0.300990,Mesh2D
lb_test,PackDrop,240,0.036863,Mesh2D
lb_test,PackDrop,240,0.042424,Mesh2D
lb_test,PackDrop,240,0.300572,Mesh2D
lb_test,PackDrop,240,0.032355,Mesh2D
lb_test,PackDrop,240,0.034402,Mesh2D
lb_test,PackDrop,240,0.299928,Mesh2D
lb_test,PackDrop,240,0.038801,Mesh2D
lb_test,PackDrop,240,0.034163,Mesh2D
lb_test,PackDrop,240,0.305207,Mesh2D
lb_test,PackDrop,240,0.034271,Mesh2D
lb_test,PackDrop,240,0.034739,Mesh2D
lb_test,PackDrop,240,0.303416,Mesh2D
lb_test,PackDrop,240,0.040333,Mesh2D
lb_test,PackDrop,240,0.034708,Mesh2D
lb_test,PackDrop,240,0.302785,Mesh2D
